Fecha,ID del producto,Nombre del producto, Nombre completo del producto,Marca del producto,Categoría,Subcategoría,Etiquetas,Precio unitario del producto,Unidades Vendidas
20190609,7702532312820,Ambientador Varitas Frescura Vainilla Bonaire ,Ambientador Varitas Frescura Vainilla Bonaire x 80ml,BONAIRE,Supermercado,Aseo de hogar,Ambientadores,18990,1
20190609,5997321750118,Aromatizante Air Wick Pure aerosol floral magnolia ,Aromatizante Air Wick Pure aerosol floral magnolia x 250ml,AIR WICK,Supermercado,Aseo de hogar,Ambientadores,6573,1
20190609,8690570538168,Aromatizante Air Wick Pure aerosol fresco ,Aromatizante Air Wick Pure aerosol fresco x 250 ml,AIR WICK,Supermercado,Aseo de hogar,Ambientadores,6573,1
20190609,7702626216164,Aromatizante Air Wick Pure Flor magnolia aparato + repuesto ,Aromatizante Air Wick Pure Flor magnolia aparato + repuesto x 20ml,AIR WICK,Supermercado,Aseo de hogar,Ambientadores,10913,1
20190609,7702626216133,Aromatizante Air Wick pure flores de magnolia ,Aromatizante Air Wick pure flores de magnolia x 2und x 250 ml precio especial,AIR WICK,Supermercado,Aseo de hogar,Ambientadores,20993,1
20190609,7501058715289,Aromatizante Air Wick Pure repuesto suavidad ,Aromatizante Air Wick Pure repuesto suavidad x 250 ml - Aromatizante Air Wick Pure repuesto suavidad x250 ml,AIR WICK,Supermercado,Aseo de hogar,Ambientadores,13713,1
20190609,7702626216140,Aromatizante Air Wick pure repuesto suavidad algodón ,Aromatizante Air Wick pure repuesto suavidad algodón x 2und x 250 ml precio especial,AIR WICK,Supermercado,Aseo de hogar,Ambientadores,20993,1
20190609,7702626216157,Aromatizante Air Wick Pure suave aparato + repuesto ,Aromatizante Air Wick Pure suave aparato + repuesto x 20ml,AIR WICK,Supermercado,Aseo de hogar,Ambientadores,10913,1
20190609,7591005980709,Aromatizante De Ambiente En Aerosol Automático 3 En 1 Hawaiian Breeze Glade 1 Aparato + 1 Repuesto ,Aromatizante De Ambiente En Aerosol Automático 3 En 1 Hawaiian Breeze Glade 1 Aparato + 1 Repuesto x 270ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,22393,1
20190609,7501032938215,Aromatizante De Ambiente En Aerosol Campos De Lavanda Rociado Fácil Glade ,Aromatizante De Ambiente En Aerosol Campos De Lavanda Rociado Fácil Glade x 400ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,6433,1
20190609,7501032900243,Aromatizante De Ambiente En Aerosol Manzana y Canela Rociado Fácil Glade ,Aromatizante De Ambiente En Aerosol Manzana y Canela Rociado Fácil Glade x 400ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,6013,1
20190609,7501032916176,Aromatizante De Ambiente En Aerosol Paraiso Azul Rociado Fácil Glade ,Aromatizante De Ambiente En Aerosol Paraiso Azul Rociado Fácil Glade x 400ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,6433,1
20190609,7591005994324,Aromatizante De Ambiente En Atomizador Campos De Lavanda Glade Toque 1 Aparato + 1 Repuesto,Aromatizante De Ambiente En Atomizador Campos De Lavanda Glade Toque 1 Aparato + 1 Repuesto,GLADE,Supermercado,Aseo de hogar,Ambientadores,9190,1
20190609,7591005992740,Aromatizante De Ambiente En Atomizador Paraíso Azul Glade Toque 1 Aparato + 1 Repuesto,Aromatizante De Ambiente En Atomizador Paraíso Azul Glade Toque 1 Aparato + 1 Repuesto,GLADE,Supermercado,Aseo de hogar,Ambientadores,8990,1
20190609,7501032913199,Aromatizante Eliminador De Olores y Desinfectante En Aerosol Floral Glade Oust ,Aromatizante Eliminador De Olores y Desinfectante En Aerosol Floral Glade Oust x 400ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,9093,1
20190609,7501032928650,Aromatizante Eliminador De Olores y Desinfectante En Aerosol Frescura Camprestre Glade Oust ,Aromatizante Eliminador De Olores y Desinfectante En Aerosol Frescura Camprestre Glade Oust x 400ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,9093,1
20190609,7501032909864,Aromatizante Glade  campos de lavanda gel ,Aromatizante Glade  campos de lavanda gel x170g,GLADE,Supermercado,Aseo de hogar,Ambientadores,3633,1
20190609,7501032907280,Aromatizante Glade 5en1 alegría floral frutos rojos aerosol ,Aromatizante Glade 5en1 alegría floral frutos rojos aerosol x 400ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,6433,1
20190609,7706800923183,Aromatizante Glade aceites rit. ambiente liquido repuesto ,Aromatizante Glade aceites rit. ambiente liquido repuesto x 3und x 21ml cada uno edición limitada,GLADE,Supermercado,Aseo de hogar,Ambientadores,17590,1
20190609,7706800466055,Aromatizante Glade actes pop fruta liquido repuesto ,Aromatizante Glade actes pop fruta liquido repuesto x 3und x 21ml cada uno edición limitada,GLADE,Supermercado,Aseo de hogar,Ambientadores,17590,1
20190609,7706800978114,Aromatizante Glade actes pop fruta liquido repuesto ,Aromatizante Glade actes pop fruta liquido repuesto x 21ml + aparato edición limitada,GLADE,Supermercado,Aseo de hogar,Ambientadores,14990,1
20190609,7591005995925,Aromatizante Glade aerosol ,Aromatizante Glade aerosol x 2 und x 400 ml c-u,GLADE,Supermercado,Aseo de hogar,Ambientadores,11613,1
20190609,7591005998308,Aromatizante Glade alegría floral frutos rojos gel ,Aromatizante Glade alegría floral frutos rojos gel x 70g,GLADE,Supermercado,Aseo de hogar,Ambientadores,2513,1
20190609,7591005996366,Aromatizante Glade alegría floral gel repuesto ,Aromatizante Glade alegría floral gel repuesto x 2 und x 8 g c-u,GLADE,Supermercado,Aseo de hogar,Ambientadores,11193,1
20190609,7591005995307,Aromatizante glade auto sport cool air ,Aromatizante glade auto sport cool air x 7ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,10913,1
20190609,7591005996434,Aromatizante Glade Automático alegría floral ,Aromatizante Glade Automático alegría floral x 270 ml + repuesto,GLADE,Supermercado,Aseo de hogar,Ambientadores,21483,1
20190609,7501032910419,Aromatizante Glade automático alegría floral fruta repuesto ,Aromatizante Glade automático alegría floral fruta repuesto x 270ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,19590,1
20190609,7591005996731,Aromatizante Glade automático vainilla repuesto ,Aromatizante Glade automático vainilla repuesto x 270ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,13713,1
20190609,46500716935,Aromatizante Glade cono brisa Hawaiana gel ,Aromatizante Glade cono brisa Hawaiana gel x 170g,GLADE,Supermercado,Aseo de hogar,Ambientadores,3633,1
20190609,7591005997134,Aromatizante Glade electric car aparato + repuesto ,Aromatizante Glade electric car aparato + repuesto x 3.2 ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,14413,1
20190609,7591005997141,Aromatizanté Glade elegant car aparato + repuesto ,Aromatizanté Glade elegant car aparato + repuesto x 3.2ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,14413,1
20190609,7591005998292,Aromatizante Glade lavanda gel ,Aromatizante Glade lavanda gel x 70 g,GLADE,Supermercado,Aseo de hogar,Ambientadores,2513,1
20190609,7501032909857,Aromatizante Glade manzana canela gel ,Aromatizante Glade manzana canela gel x 170g,GLADE,Supermercado,Aseo de hogar,Ambientadores,3633,1
20190609,7501032917951,Aromatizante Glade pop frutal aerosol ,Aromatizante Glade pop frutal aerosol x 400ml edición limitada,GLADE,Supermercado,Aseo de hogar,Ambientadores,9190,1
20190609,7501032917975,Aromatizante Glade ritmos ámbar aerosol ,Aromatizante Glade ritmos ámbar aerosol x 400ml edición limitada,GLADE,Supermercado,Aseo de hogar,Ambientadores,9190,1
20190609,7591005996489,Aromatizante Glade vainilla gel repuesto ,Aromatizante Glade vainilla gel repuesto x 2 und x 8 g c-u,GLADE,Supermercado,Aseo de hogar,Ambientadores,11193,1
20190609,7591005998544,Aromatizante Glade velas alegría floral frutos rojos ,Aromatizante Glade velas alegría floral frutos rojos x 96g,GLADE,Supermercado,Aseo de hogar,Ambientadores,11193,1
20190609,7706800847557,Aromatizante Glade velas pop frutal ,Aromatizante Glade velas pop frutal x 96g edición limitada,GLADE,Supermercado,Aseo de hogar,Ambientadores,15990,1
20190609,7706800283874,Aromatizante Glade velas ritmos ámbar ,Aromatizante Glade velas ritmos ámbar x 96g edición limitada,GLADE,Supermercado,Aseo de hogar,Ambientadores,15990,1
20190609,7591005992542,Aromatizante Liquido Carro Nuevo Glade Auto Sport 1 Aparato + 1 Repuesto ,Aromatizante Liquido Carro Nuevo Glade Auto Sport 1 Aparato + 1 Repuesto x 7ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,13013,1
20190609,7591005992559,Aromatizante Liquido Lavanda Marina Glade Auto Sport 1 Aparato + 1 Repuesto ,Aromatizante Liquido Lavanda Marina Glade Auto Sport 1 Aparato + 1 Repuesto x 7ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,13013,1
20190609,7591005001114,Aromatizante Liquido Nitro Glade Auto Sport 1 Aparato + 1 Repuesto ,Aromatizante Liquido Nitro Glade Auto Sport 1 Aparato + 1 Repuesto x 7ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,13013,1
20190609,7702026320096,Elimina olor Familia baño ,Elimina olor Familia baño x 300 ml + elimina to go x 33 ml precio especial,FAMILIA,Supermercado,Aseo de hogar,Ambientadores,11613,1
20190609,7702026143404,Eliminador de olores baño Familia brisa primavera ,Eliminador de olores baño Familia brisa primavera x 1 und x300 ml,FAMILIA,Supermercado,Aseo de hogar,Ambientadores,9373,1
20190609,7702026143411,Eliminador de Olores Baño To Go Nuevas Fragancias ,Eliminador de Olores Baño To Go Nuevas Fragancias X 33 ml,FAMILIA,Supermercado,Aseo de hogar,Ambientadores,3353,1
20190609,7702026143343,Eliminador de Olores Familia Baño Canela Mística ,Eliminador de Olores Familia Baño Canela Mística X 300 ml,FAMILIA,Supermercado,Aseo de hogar,Ambientadores,9373,1
20190609,7702026320744,Eliminador de Olores Familia Cocina Verbena ,Eliminador de Olores Familia Cocina Verbena X 280ml,FAMILIA,Supermercado,Aseo de hogar,Ambientadores,8113,1
20190609,7702026320157,Eliminador de Olores Familia Frescura Extrema ,Eliminador de Olores Familia Frescura Extrema X 300 ml,FAMILIA,Supermercado,Aseo de hogar,Ambientadores,9373,1
20190609,7591005994638,Eliminador de olores Glade lavanda  toque repuesto ,Eliminador de olores Glade lavanda  toque repuesto x 3 und x 25 g c-u,GLADE,Supermercado,Aseo de hogar,Ambientadores,12313,1
20190609,7591005994645,Eliminador de olores Glade manzana canela toque repuesto ,Eliminador de olores Glade manzana canela toque repuesto x 3 und x 25 g c-u,GLADE,Supermercado,Aseo de hogar,Ambientadores,12313,1
20190609,7591005994621,Eliminador de olores Glade paraíso azul toque repuesto ,Eliminador de olores Glade paraíso azul toque repuesto x 3 und x 25 g c-u,GLADE,Supermercado,Aseo de hogar,Ambientadores,12313,1
20190609,7702532372114,Repuesto Ambientador Aerosol Automático Frescura De Lavanda Bonaire ,Repuesto Ambientador Aerosol Automático Frescura De Lavanda Bonaire x 250ml,BONAIRE,Supermercado,Aseo de hogar,Ambientadores,20990,1
20190609,7702532312295,Repuesto Ambientador Electra Oil Frutos Rojos Bonaire 3 und ,Repuesto Ambientador Electra Oil Frutos Rojos Bonaire 3 und x 25ml c-u,BONAIRE,Supermercado,Aseo de hogar,Ambientadores,21990,1
20190609,7702532840187,Repuesto Ambientador Electra Oil Surtido Bonaire 3 und ,Repuesto Ambientador Electra Oil Surtido Bonaire 3 und x 25ml c-u,BONAIRE,Supermercado,Aseo de hogar,Ambientadores,22990,1
20190609,7702532371384,Repuesto Ambientador Toque Único Surtido Bonaire 3 und ,Repuesto Ambientador Toque Único Surtido Bonaire 3 und x 14ml c-u,BONAIRE,Supermercado,Aseo de hogar,Ambientadores,18590,1
20190609,8690570528404,Repuesto Aromatizante Air Wick pure magnolia ,Repuesto Aromatizante Air Wick pure magnolia x 250ml,AIR WICK,Supermercado,Aseo de hogar,Ambientadores,13713,1
20190609,7501032905002,Repuesto Aromatizante De Ambiente En Aerosol Automático 3 En 1 Hawaiian Breeze Glade ,Repuesto Aromatizante De Ambiente En Aerosol Automático 3 En 1 Hawaiian Breeze Glade x 270ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,13713,1
20190609,7501032906337,Repuesto Aromatizante De Ambiente En Aerosol Automático 3 En 1 Paraíso Azul Glade ,Repuesto Aromatizante De Ambiente En Aerosol Automático 3 En 1 Paraíso Azul Glade x 270ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,13713,1
20190609,7790520527172,Repuesto aromatizante de ambiente en atomizador campos de lavanda Glade toque ,Repuesto aromatizante de ambiente en atomizador campos de lavanda Glade toque x 2 und x 18 g,PATO,Supermercado,Aseo de hogar,Ambientadores,12390,1
20190609,7591005577701,Repuesto Aromatizante De Ambiente En Atomizador Paraíso Azul Glade Toque 2 ,Repuesto Aromatizante De Ambiente En Atomizador Paraíso Azul Glade Toque 2 x 18g,GLADE,Supermercado,Aseo de hogar,Ambientadores,12490,1
20190609,7591005006300,Repuesto Aromatizante De Ambiente En Gel Acqua Glade Sensations 2 Und ,Repuesto Aromatizante De Ambiente En Gel Acqua Glade Sensations 2 Und x 8g c-u,GLADE,Supermercado,Aseo de hogar,Ambientadores,11193,1
20190609,7591005993310,Repuesto Aromatizante De Ambiente En Gel Carro Nuevo Glade Sensations 2 Und ,Repuesto Aromatizante De Ambiente En Gel Carro Nuevo Glade Sensations 2 Und x 8g c-u,GLADE,Supermercado,Aseo de hogar,Ambientadores,11193,1
20190609,7591005006294,Repuesto Aromatizante De Ambiente En Gel Hawiian Breeze Glade Sensations 2 Und ,Repuesto Aromatizante De Ambiente En Gel Hawiian Breeze Glade Sensations 2 Und x 8g c-u,GLADE,Supermercado,Aseo de hogar,Ambientadores,11193,1
20190609,7591005006287,Repuesto Aromatizante De Ambiente En Gel Manzana y Canela Glade Sensations 2 Und ,Repuesto Aromatizante De Ambiente En Gel Manzana y Canela Glade Sensations 2 Und x 8g c-u,GLADE,Supermercado,Aseo de hogar,Ambientadores,11193,1
20190609,7591005006270,Repuesto Aromatizante De Ambiente En Gel Néctar De Flores Glade Sensations 2 Und ,Repuesto Aromatizante De Ambiente En Gel Néctar De Flores Glade Sensations 2 Und x 8g c-u,GLADE,Supermercado,Aseo de hogar,Ambientadores,11193,1
20190609,7591005001695,Repuesto Aromatizante Liquido Acqua Glade Auto Sport ,Repuesto Aromatizante Liquido Acqua Glade Auto Sport x 7ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,10913,1
20190609,7591005992566,Repuesto Aromatizante Liquido Carro Nuevo Glade Auto Sport ,Repuesto Aromatizante Liquido Carro Nuevo Glade Auto Sport x 7ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,10913,1
20190609,7591005992573,Repuesto Aromatizante Liquido Lavanda Marina Glade Auto Sport ,Repuesto Aromatizante Liquido Lavanda Marina Glade Auto Sport x 7ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,10913,1
20190609,7591005001718,Repuesto Aromatizante Liquido Nitro Glade Auto Sport ,Repuesto Aromatizante Liquido Nitro Glade Auto Sport x 7ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,10913,1
20190609,7591005577718,Repuesto Aromatizante Liquido Paraíso Azul Glade Auto Sport ,Repuesto Aromatizante Liquido Paraíso Azul Glade Auto Sport x 7ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,10913,1
20190609,7591005994362,Repuesto Glade limón aceite natural ,Repuesto Glade limón aceite natural x 3 unds x 21ml c-u precio especial,GLADE,Supermercado,Aseo de hogar,Ambientadores,15113,1
20190609,7591005001046,Repuestos Ambientador Liquido Hawaiian Breeze Glade Aceites Naturales 2 Und ,Repuestos Ambientador Liquido Hawaiian Breeze Glade Aceites Naturales 2 Und x 42ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,12313,1
20190609,7591005980853,Repuestos Ambientador Liquido Lavanda Y flor De Durazno Glade Aceites Naturales 2 Und ,Repuestos Ambientador Liquido Lavanda Y flor De Durazno Glade Aceites Naturales 2 Und x 42ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,12313,1
20190609,7591005577695,Repuestos Ambientador Liquido Paraíso Azul Glade Aceites Naturales 2 Und ,Repuestos Ambientador Liquido Paraíso Azul Glade Aceites Naturales 2 Und x 42ml,GLADE,Supermercado,Aseo de hogar,Ambientadores,12313,1
20190609,7591005001657,Repuestos Ambientador Liquido Surtido Glade Aceites Naturales 3 Und,Repuestos Ambientador Liquido Surtido Glade Aceites Naturales 3 Und,GLADE,Supermercado,Aseo de hogar,Ambientadores,15113,1
20190609,7793253471705,Aerosol Clorox Desinfectante Fresco ,Aerosol Clorox Desinfectante Fresco x 232ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,8673,1
20190609,7702137003567,Clorox Blancos Intensos ,Clorox Blancos Intensos x 930ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,4193,1
20190609,7702137620313,Clorox Floral ,Clorox Floral x 3800ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,9793,1
20190609,7702137622829,Clorox Floral ,Clorox Floral x 1000ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,3003,1
20190609,7702137622942,Clorox Limón ,Clorox Limón x 1000ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,3003,1
20190609,7702137622928,Clorox Limón ,Clorox Limón x 2000ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,5453,1
20190609,7702137624663,Clorox Limón ,Clorox Limón x 3800ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,9793,1
20190609,7702137622416,Clorox Menta Fresca ,Clorox Menta Fresca x 2000ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,5453,1
20190609,7702137005462,Clorox Power Gel Floral ,Clorox Power Gel Floral x 1000ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,4893,1
20190609,7702137006810,Clorox Power Gel Lavanda ,Clorox Power Gel Lavanda x 1000ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,5313,1
20190609,7702137006803,Clorox Power Gel Lavanda ,Clorox Power Gel Lavanda x 500ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,2653,1
20190609,7702137005455,Clorox Power Gel Pureza Cítrica ,Clorox Power Gel Pureza Cítrica x 1000ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,5733,1
20190609,7702137005479,Clorox Power Gel Regular ,Clorox Power Gel Regular x 1000ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,5313,1
20190609,7702137623000,Clorox Regular ,Clorox Regular x 1000ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,3213,1
20190609,7702137624625,Clorox Regular ,Clorox Regular x 3800ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,9793,1
20190609,7702137622980,Clorox Regular ,Clorox Regular x 2000ml,CLOROX,Supermercado,Aseo de hogar,Blanqueadores,5453,1
20190609,7702137631609,Límpido Floral ,Límpido Floral x 1000ml,LIMPIDO,Supermercado,Aseo de hogar,Blanqueadores,2653,1
20190609,7702137631814,Límpido Floral ,Límpido Floral x 1800ml,LIMPIDO,Supermercado,Aseo de hogar,Blanqueadores,4333,1
20190609,7702137631845,Límpido Floral ,Límpido Floral x 3800ml,LIMPIDO,Supermercado,Aseo de hogar,Blanqueadores,8813,1
20190609,7702137631272,Límpido Limón ,Límpido Limón x 1000ml,LIMPIDO,Supermercado,Aseo de hogar,Blanqueadores,2653,1
20190609,7702137636888,Límpido Limón ,Límpido Limón x 3800ml,LIMPIDO,Supermercado,Aseo de hogar,Blanqueadores,8813,1
20190609,7702137636901,Límpido Limón ,Límpido Limón x 1800ml,LIMPIDO,Supermercado,Aseo de hogar,Blanqueadores,4333,1
20190609,7702137630206,Límpido Regular ,Límpido Regular x 1800ml,LIMPIDO,Supermercado,Aseo de hogar,Blanqueadores,4333,1
